id,title,company_name,loc,details,url
46,graphic designer - collaborative training,entshaar,ha'il,"job description:   - students are required for cooperative training in the specialty of graphic design to work in the quality diffusion company work location: hail roles and responsibilities: support the team in project design and implementation - create original graphic content that will appeal to diverse audiences - work with and follow the guidance of external designers on specific campaigns and publications - assist in the production of video, print and web materials when required - implementation of ideas, starting from the design of the idea and until its implementation in an accurate manner; obtaining approval thereof; and conduct a thorough proofreading before printing or publication - contribute to communications and marketing campaign strategies and ideas - taking a creative and intuitive approach to brand aesthetics - update and manage websites, video and photo libraries support social media managers in setting up online campaigns and graphics job type: internship contract duration: 3 months   requirements:   the applicant should be searching for a cooperative training   employment type:   full time   salary range:   unspecified   basic requirements      gender:  both gender      this job available for:  open for all       apply for this job       disclaimer: employers do not ask for any sums of money to apply for jobs and for any other purposes (administrative fees, examination fees, application fees). necessary to take, in case of any sums of money are requested to apply for jobs, or if there is suspicion of a job offer, please click on the  report abuse  button to take the necessary action.",https://sa.jooble.org/desc/5398239638700236856
47,operational service sales graduate,hewlett packard enterprise,riyadh,"operational service sales graduatethis role has been designated as ‘office’, which means you will primarily work from an hpe office.job description:advance the way you live and work at hpe.who we are:hewlett packard enterprise advances the way people live and work. we bring together the brightest minds to create breakthrough technology solutions, helping our customers make their mark on the world.at hpe we believe in bold moves, the power of “yes we can”, and being a force for good. our work thrives on differences, fueling creativity to give our customers all they deserve. but our work is far from over. in fact, we continuously push for better. we empower our team members to make an impact on our business and in the world while fostering a culture that is unconditionally inclusive. whether you’re looking for an internship or to start your professional career, at hpe you’ll be able to create and collaborate on projects that challenge and inspire you.a career as an operational service sales  graduate allows you the opportunity to gain exposure and growth expertise on a wide palette of cutting-edge technologies while being involved in delivering business-critical projects. our graduate program provides you with an opportunity to gain real world experience and make an immediate impact at hpe.&#160; you’ll get assigned meaningful projects, gain exposure to leaders, and connect with other graduates.&#160; key aspects of our graduate program include learning and professional development, social and networking events, and volunteer opportunities.what you&#39;ll do:actively prospects within accounts to discover or cultivate solutions sales opportunities within area of technical specialty (in close cooperation with the account manager.manage sales pipeline.formulate and expand solutions to generate additional product or service attachments and up sell revenue.certain roles may also sell through the channel.establish a professional, working, and consultative, relationship with the client, by developing a core understanding of the unique business needs of the client within their industry.contribute to building of the pipeline by generating leads and referrals and new customer opportunities within specialty area.may focus on growing contractual renewals for small-to-mid size accounts with limited complexity, to higher-total contract-value renewals.interface with both internal and external/industry experts to anticipate customer needs and facilitate solutions development.build sales readiness and reduce client learning curve through effective knowledge transfer in area of specialization.locations:riyadh, ksawhat you’ll need:you graduated in 2022 or will graduate in 2023 & pursued or pursuing a degree in business administration, communications or finance.you have experience or proven interest in sales and a passion for technology.you have excellent english-speaking skills.you are comfortable working under pressure.you have an excellent attention to detail.what we’d prefer you bring:you are comfortable building relationships at all levels and having solution focused discussions.you seek out what’s next, always three steps ahead and delivering exceptional results.you are collaborative, solution focused and act with a sense of urgency.you embrace new ideas and fresh thinking and seek out ideas different than your own.you are an active leader on campus who strives to make a positive impact on the world.at hpe, we’re:ranked 19th on fortune’s 2022 list of 100 best companies to work forranked 7th on newsweek’s list of america’s most responsible companies 2022named a best place to work for disability inclusion for the sixth year in rownamed one of the 100 best large workplaces for millennials in 2021recognized as one of the best companies for multicultural women by seramountready to take the next step? open up opportunities with hpe.hpe is an equal opportunity employer/female/minority/individual with disabilities/protected veteran status#graduates#riyadhjob:salesjob level:entryhewlett packard enterprise is eeo f/m/protected veteran/ individual with disabilities.hpe will comply with all applicable laws related to employer use of arrest and conviction records, including laws requiring employers to consider for employment qualified applicants with criminal histories. .",https://sa.jooble.org/jdp/8985919545418153394/Operational-Service-Sales-Graduate-Riyadh
48,coop trainee,,yanbu,job description    to perform coop training program for diploma and bachelor degrees students as graduation requirement.&#160;   skills      preferred candidate    career level  student/internship  years of experience  min: 0 residence location  saudi arabia  nationality  saudi arabia,https://sa.jooble.org/desc/6360418742359307153
49,client engagement and brand designer,entertainer fz llc,riyadh,"us  the entertainer is a leading digital company whose main goal is to add value to consumers by bringing them the best incentive offers globally. we are a data-driven, 100% digital, tech company. providing first-rate offers across renowned dining, leisure, entertainment and hotel brands worldwide, the entertainer has grown with the aim of creating unbeatable value and loyalty everywhere we go. we believe that “experience is everything”, resulting in our passion for creating unforgettable experiences for both our customers, partners and employees.  we are seeking a creative and motivated j  unior client engagement and brand designer  to join our team at the entertainer business, a leading company in the loyalty and rewards industry. the successful candidate will be responsible for drafting client engagement assets, creating compelling presentations for rfps and general client bidding, designing corporate profiles and presentations, as well as crafting brand equity creative designs for platforms like linkedin. this role is a great opportunity for someone with a flair for design who is eager to contribute to both client engagement and brand initiatives.   responsibilities  saudi nationals graphic designers are encouraged to apply!!! client engagement design support :  collaborate with b2b clients of the entertainer business to understand their needs, objectives, and target audience to create visually appealing engagement assets that support customized campaigns.  design and develop presentations for rfps and general client bidding, ensuring they effectively convey our value proposition and offerings.  work closely with the client and brand engagement coordinator to ensure design alignment with clients&#39; marketing strategies. &#160; brand design support:  design and create visually engaging corporate profiles and presentations that effectively showcase the entertainer business&#39;s brand identity and expertise.  craft creative designs for brand equity campaigns, pr, and online presence on platforms like linkedin to increase our visibility and reputation in the loyalty and rewards industry.  collaborate with internal teams to support the development and execution of marketing strategies that elevate the entertainer business&#39;s brand presence and equity in the market. &#160; requirements:  a degree or diploma in graphic design, visual communication.  previous experience or internships in graphic design, marketing, or client engagement is a plus.  strong portfolio showcasing design skills and creativity.  proficiency in relevant design software and tools, such as adobe creative suite.  excellent communication and interpersonal skills.  eagerness to learn and grow in the role.  ability to work in a fast-paced, dynamic environment and manage multiple projects simultaneously.  only for  saudi nationals",https://sa.jooble.org/desc/-268336733313175045
50,"principal systems administrator - satcom technician (23-040, 23-041, 23-042) - c2bmc",northrop grumman corp. (au),riyadh,"us citizenship required for this position: yes  relocation assistance: relocation assistance may be available  clearance type: secret  travel: yes, 10% of the time  description  join northrop grumman on our continued mission to push the boundaries of possible across land, sea, air, space, and cyberspace. enjoy a culture where your voice is valued and start contributing to our team of passionate professionals providing real-life solutions to our world’s biggest challenges. we take pride in creating purposeful work and allowing our employees to grow and achieve their goals every day by defining possible. with our competitive pay and comprehensive benefits, we have the right opportunities to fit your life and launch your career today.  northrop grumman space systems – launch and missile defense systems has an exciting career opportunity for a principal system administrator – satcom technician to join our team of qualified, diverse individuals. this position will be located out of riyadh, saudi arabia.  position overview:  selected satcom technicians will provide technical services support of a met an/gsc-52 satellite terminal in riyadh, saudi arabia.  position requires 24x7 shift work. candidate will be assigned to a shift, to be determined by mission requirements.  essential functions:  responsible for operating, maintaining, monitoring, troubleshooting, and repair of satellite terminal systems, including connectivity to local and wide area networks, end-to end telecommunications, circuit switching systems, and long-haul communications/transmissions systems.  analyzes capabilities and performance, identifies problems, takes corrective actions to ensure the most efficient operations of the satcom equipment.  monitors status and performance of transmission/receive systems.  quickly responds to circuit outages and coordinates with distant end facilities and local systems/users, when necessary, in order to restore communications services.  performs other duties and assignments as required.  this expat position will include other compensatory fringes such as cost of living allowances, housing allowances and other allowances for employment in saudi arabia.  basic qualifications:  if applicable, please note your updated security clearance and iat/relevant certifications on your resume.  bachelor’s degree in a stem (science, technology, engineering or mathematics) discipline preferred from an accredited university and 6 years of related experience, or a master&#39;s degree and 4 years of related experience, or 0 years of related experience with a phd., or 10 years of related experience in lieu of the degree.  applicants must possess a dod 8570 certification at iat level ii or higher (security+, gsec, scnp, sscp, cissp, cisa, gse, scna) applicants must have strong skills and background in satcom principals, operations, maintenance, and repair  skilled in utilizing common satcom test equipment  applicants must understand signal flow and end-to-end configuration diagrams for circuits  knowledge of network system administration  experience working with microsoft operating system environments/platforms  familiarity with taclane encryption devices and crypto device loaders such as skls  familiarity with cisco routers  a current active in-scope d0d issued secret clearance is required.  preferred qualifications:  prior military satellite communications technician us navy et nec 1465, us air force afsc 2e1x1, us army mos 31s/25s, or us marine corps mos 2827 paawns experience and met experience  hemp hardening maintenance and hemp hardening testing experience  a mix of strategic and tactical satellite communications experience  ccna certification  basic linux or redhat-based server administration experience  basic experience with operations, preventative maintenance and basic troubleshooting on generators  ebem experience  ngspace  cospace  ngfeaturedjobs  c2bmc  salary range: $86,300.00 - $129,500.00 employees may be eligible for a discretionary bonus in addition to base pay. annual bonuses are designed to reward individual contributions as well as allow employees to share in company results. employees in vice president or director positions may be eligible for long term incentives. in addition, northrop grumman provides a variety of benefits including health insurance coverage, life and disability insurance, savings plan, company paid holidays and paid time off (pto) for vacation and/or personal business.  the health and safety of our employees and their families is a top priority  . the company encourages employees to remain up-to-date on their covid-19 vaccinations. u.s. northrop grumman employees may be required, in the future, to be vaccinated or have an approved disability/medical or religious accommodation, pursuant to future court decisions and/or government action on the currently stayed federal contractor vaccine mandate under executive order 14042  .  northrop grumman is committed to hiring and retaining a diverse workforce. we are proud to be an equal opportunity/affirmative action employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. for our complete eeo/aa and pay transparency statement, please visit  . u.s. citizenship is required for most positions.  we are a pioneering company.  with careers across all areas: air, cyber, land, sea and space – our 90,000 employees work as one to defend and define the future. northrop grumman careers and internships are as varied as your interests, with a lifetime of potential that will give you every opportunity to do your best work. working together with people from many backgrounds, personal passions and disciplines, we share a drive to push the boundaries of science, technology and engineering to meet the ever evolving needs of our customers worldwide.",https://sa.jooble.org/away/-8094790021141329401
51,"staff physician, radiology",johns hopkins aramco healthcare,al dhahran,"staff physician, radiology  basic function  provide high standard, cost effective, care of the respective specialty to jhah eligible medical recipients under the supervision of attending physician. execute duties within the approved credentials &amp; privileges provided by the hospital credentials &amp; privileging committee.  &#160; scope  attend service clinical and educational rounds including morning reports and sign out rounds when appropriate. attend and participate in the multi-disciplinary team rounds. attend and participate in service/department quality and safety activities including reviews, audits and presentations. report patients&#39; adverse events to the appropriate department/service office. attend and contribute to service and department business meetings. prepare and provide patient reports as required within the hospital policy. participate actively when assigned to a given committee. keep apprised with, and adhere to, hospital and departmental policies and bylaws. ensure legible and timely entries into patients&#39; records. maintain complete patient case records. adhere to hospital policy regarding patient record confidentiality. participate in medical records audits when required to do so.  &#160; principal contacts  close contact with emergency medical service physicians, clinical medicine services physicians, surgical &amp; diagnostic services physicians, as well as other respective services requesting.&#160; &#160; principal duties  provide and maintain the highest standard of diagnostic examinations, completing documentation in ehr in timely manner.&#160; interprets and performs general radiological examinations of inpatients, emergency and outpatients, including studies requiring fluoroscopy, special procedures, ultrasound, ct, and mri scanning as assigned by chief of radiology, as approved by the jhah credentialing and privileging committee within the limits of his/her training, experience.  implement and follow the radiation protection procedures.  report patients&#39; adverse events to the appropriate department/service office  ensure that the requested radiological examinations are appropriate or necessary through consultation with requesting physicians and collogues  participate as radiologists on call after office hours and at weekends.  participates in the major disaster plan of the hospital, as indicated  deputizes for the consultant as required and shares workload in his specialty during the absence of his colleagues  develops collegial relationships and works collaboratively with other physicians, nurses, allied health providers and administrators across departments and districts at jhah.  responsible to work with the technologists and when appropriate to instruct the technologists for better imaging techniques.&#160; actively participates in the monthly division and hospital staff clinical education, conferences, rounds and research meetings. participate in medical records audits when required to do so.  participates in interdisciplinary, interdepartmental and quality improvement program of the service to meet jcaho, cbahi, and acr standards within jhah.&#160; adhere to hospital policy regarding patient record confidentiality  attend and contribute to service and department business meetings.&#160; prepare and provide patient reports as required within the hospital policy.&#160; participate actively when assigned to a given committee.&#160; keep apprised with, and adhere to, hospital and departmental policies and bylaws.&#160; mai  experience  minimum of 2 years’ experience in specialty required post residency training (following completion of internship) preferably in a university affiliated teaching hospital.  &#160; certifications/other requirements as applicable  participate in teaching and educational activities of junior staff, medical students and interns.  keep up to date with knowledge and skills required to perform duties safely.&#160; maintain adequate continuous medical education credits as required by hospital and licensing authorities.  &#160;",https://sa.jooble.org/desc/-428982125537723128
52,resident physician - emergency medicine,security forces hospital program,riyadh,"job title: resident physician adult-er  the physician is responsible for the care of all the patients managed by the consultant he/she is assigned to. his/her work shall be supervised all the time by a senior colleague as registrar/senior registrar/consultant level.  eduation and licensure: (mbbs) degree graduate from a recognized medical school.  a valid medical license as resident physician to practice his sub specialty in the country of origin and from saudi commission for healthcare specialties.  current valid certification of basic life support or obtaining that within 6 months of commencement of employment.  professional experience:  saudi nationals:&#160; completion of one year mandatory internship  non-saudi nationals:&#160; at least two (2) years full time work experience after the completion of internship.followed by one (1) or two (2) years of practical experience in his/her sub specialty.  specialized knowledge &amp; skills:  must be well versed in the field of his/her subspecialty.  fluency in written and spoken english and arabic language is essential requirement.  ability to cope with large workload, changing priorities and responsibilities emotionally stable and in good physical health",https://sa.jooble.org/desc/-3878581504456013449
53,procurement director - arabic speaker,,mecca,"job description    to plan, manage and lead all operations in the procurement function, in order to safeguard the organization&#39;s interests and ensure a professional and cost effective procurement process through all stages of projects, product and service procurement and all related services for the organization.  client details  our client is a confidential vision 2030 project.  description  develop and lead the implementation of corporate and technical procurement and tendering strategy covering corporate procurement including but not limited to office furniture and supplies, professional services, etc., operations contract including but not limited to waste collection, private security, landscaping, cleaning, etc., design &amp; construction procurement including but not limited to engineering, design, project management, contracting, etc. ensuring optimum protection of the organization&#39;s business interests.oversee all corporate and technical procurement end to end activities (from needs identification, tendering, selection, contracting, etc.) to ensure that obtains the required supplies and services at the optimum cost and quality combination.direct the end-to-end tendering process (preparation of rfps, formal tenders, shortlisting, negotiation, response to queries, etc.) for any services / products / materials as per the policies set.ensure, in coordination with the legal that all procurement related processes contracts and other documents are in line with the applicable legal framework in order to best protect interests as well as providing expert level advise to the procurement team and other involved stakeholders.oversee the contract development and administration process for procurement as per the specified requirements, including definition /amendments of terms and conditions, extensions or terminations, contractual obligations of both parties as well as master purchase agreements (mpas) etc. in coordination with relevant departments as needed, and report any issues or ambiguities in coordination with the legal team.manage the review of invoices for purchases to ensure that they are in line with contractual agreements and submitted to the finance team for processing invoices and timely payment approval.coordinate with legal and corporate governance team on contracting strategies, formalization of contracts, and resolution of legal disputes (if required).develop and maintain effective communication and relationships with all relevant external/internal entities such as service providers, vendors, and key stakeholders, in order to ensure the services required by the third parties are delivered in the most effective manner.manage relationships with key vendors and lead contract negotiations for procurement orders to establish lasting and profitable relationships with key suppliers and to get the best value in contracts including rfis, rfps, clarification questions &amp; replies, and collecting proposals and conducting financial evaluation of bids as well as communicating the outcome to relevant internal and external stakeholders.monitor supplier performance and transaction compliance (milestone, deliverables, invoicing, etc.) to ensure all contractual obligations are fulfilled.coordinate with departments managers and staff to determine the method of purchasing and compile ratings, analyze results to develop the list of preferred suppliers for future use.benchmark the cost and quality, in relation to industry trends, with current suppliers in order to negotiate better pricing, terms and condition of sale and warranties of goods and products.  profile  bachelor&#39;s degree in business administration, supply chain management, finance, law, or any other related field.10 years of relevant experience in procurement including at least 2 years in positions of progressively increasing managerial responsibilities.  job offer  attractice salary and benefits packageoppor    skills    construction procurement    preferred candidate    career level  student/internship",https://sa.jooble.org/desc/7896872511159354798
54,tele sales executive,swift jobs,riyadh,"tele sales executive vacancy  english is a must + 2nd language  whats in it for you?  basic salary + commissions (uncapped earning potential)  in-house training  tele sales to manager in 6 months depending on performance.  we are looking for candidates who can join immediately  outbound tele sales experience is a n advantage(any industry).  are you looking for a company to grow with?  basic salary plus commissions  payable internship for students  telemarketing responsibilities:  call prospective customers and cold-calling customers to introduce investing projects and offer to them.  influence customers to buy services and products by following a prepared sales talk to give service and product information and price quotations.  calling active and budding clients to encourage the purchase of properties.  addressing clients uncertainties, and make suggestions.  noting important details of each conversation.  communicating verbal acceptances of offers to our sales team for closing.  updating the calls sheet once the calls are done.  recording all successful and unsuccessful attempts to close sales.  attending regular team meetings to clarify progress and performance-related expectations.  conducting each of your functions with the utmost respect, regardless of others dispositions.  handle rejection  work remotely  interested candidates should send their cvs",https://sa.jooble.org/desc/114296350373577473
55,people & culture analyst,saudi azm,riyadh,"coordinate  recruitment &amp; selection  activities  support in  evp building  initiatives  build  azm talent pipeline,  network with potential hires  manage  applicant tracking systems  (atss)&#160; coordinates, reviews and administer  assigned programs within the p&amp;c function  &#160; perform research related to p&amp;c&#160; support in employee experience operation activities  contribute to the&#160;administration of personnel services  bachelor&#39;s degree in human resources, business administration or related field required.  english language proficiency  curiosity and excellent research skills&#160; flexible, curious and creative, open for new things 3-6 months&#160;internship experience&#160;",https://sa.jooble.org/desc/3075555005168944235
56,preventive and corrective maintenance advisor,zara services,riyadh,"preventive and corrective maintenance advisor  we request:  ""preventive and corrective maintenance advisor for solar equipment""  (we accept recent graduates)  we offer:  life insurance  law benefits.  training  30 days of vacation from the first year  extended leave for paternity or maternity  complete training  main responsibilities:  indispensable to have collaborated in community development projects in rural communities (professional internships or social service are accepted)  regular visits to communities  inventory controls  system review and necessary correction of solar equipment  record of activities in mobile app (visits, satisfaction, attention)  service and personal attention to users in rural communities  requirements:  indispensable to have collaborated in community development projects in rural communities (professional internships or social service)  driver's license  drive standard truck and motorcycle (essential)  taste for community work  high school or bachelor's degree (we accept recent graduates with some experience in community development projects in rural areas) careers: electricity, renewable energies, etc.  requirements  minimum education: upper secondary education - general baccalaureate  1 year of experience  age: up to 19 years old  driver's licenses: a  availability to travel: yes  availability of change of residence: yes  interested candidates should send their cvs",https://sa.jooble.org/desc/1786338394834877699
57,physical education teacher,dresden partners,riyadh,"physical education teacher  job description  sport professor – academic assistant for the sports department.  the sport professor will have to offer courses, in option (graded) and in leisure.  courses will be proposed to the campus community (students, residents and employees)  the professor will contribute to reinforce practices and theory learning in sport (in relation with niversity’s  need).  the professor will contribute to reinforce practices and theory learning in sport (in relation with university’s need).  in details :    teaching and administrative tasks :  the professor will have to do:  teaching (468 hours) during the academic year.  evaluation and theory documents (according to the ects).  an administrative attendance of 320 hours per year is requested (from september to the beginning of july).  service details :  teaching in licence and master (390 hours) so 15 weekly hours (during 26 academic weeks).  teaching in licence and master (390 hours) so 15 weekly hours (during 26 academic weeks).  administrative tasks (320 hours/year), 10 hours per week during the academic year (32 weeks), in relation  with the head of the sports department : tournament, occupancy agreement, managing equipments and maintenance.  the professor will mostly teach in french, but a good command of english is compulsory. a good command of arabic would be an advantage.  the professor need to be able to :  prepare equipment for his courses.  explain evaluation methods to students.  share knowledge in a pedagogic way with students.  show reactivity and adaptability in case of problem (accident, technical problem, etc…)  adapt to students’ need and respect academic requirements in the same time.  be in touch with the inter-university league for games’ preparation.  organize tournaments & internships (out of campus).  manage relations between psuad and sorbonne university in paris.  upgrade/fix the climbing wall when necessary.  welcome and assist climbers (deductible of teaching hours).  required skills  minimal qualification:  a bachelor in sport is compulsory  skilfulness will be appreciated:  climbing (with experience)  team sports (basket, rugby)  rackets sports  fitness (circuit training, cardio, …)  outdoor activity (nature).  minimal experience :    minimum 5 years of teaching in school / 3 years if you taught in higher education previously (with tenure or  not).  specific competencies for this position :  aptitude and sufficient understanding to teach in a university.  capacity to be organized and to plan.  capacity to take decision and to refer to the head of department.  capacity to exchange with students, the sports department and other employees in psuad.  language: french and english is compulsory. arabic would be an asset.  be able to use a computer and basic softwares.  interested candidates should send their cvs",https://sa.jooble.org/desc/-7923277694678855461
58,audit intern (saudi nationals),jaeger lecoultre richemont,riyadh,"general purpose  we are looking for an ambitious fresh graduate to join our local audit/internal control team. she/he will have an opportunity to gain hands-on internal control and learn about the various aspects of the internal control function at richemont. richemont saudi arabia internships provide entry-level professionals with real-world learning opportunities in a fast-paced but positive environment to help build their future careers.  the internal controller trainee will work directly under the supervision of the ics market leader and will work closely with other departments (finance, accounting, business operations...).  key responsibilities  enforce the i-care framework  risk assessment  field audits  other duties as assigned  education and experience  bachelor’s degree in finance / accounting.  a first short experience is added advantage.  key skills and competencies  high academic performer;  computer literacy (mainly excel; word, powerpoint, and outlook are a plus);  an aptitude for in depth data analysis;  accuracy&#160; &amp; attention to detail;  strong written and verbal communication and presentation skills;  time management skills, organizing and prioritizing;  positive attitude and eagerness to learn;  fluent english &amp; arabic is necessary; french language is a plus;  ability to work in fast-paced, deadline-oriented, dynamic and changing environment;  during internal control review period flexible working hours may be required;  socpa registered  job details  job location: riyadh  , saudi arabia  employment type:  internship  duration:  6&#160;months",https://sa.jooble.org/desc/6717243575340765949
59,finance supply chain manager,,mecca,"job description    our client is a multinational retail group that operates globally. they are hiring a finance and supply chain manager to be based out of their offices in jeddah,ksa.  client details  our client, an international retail brand is hiring a finance and supply chain manager to be based out of their offices in jeddah,ksa.  description  finalize financial statements on a monthly, quarterly, and yearly basis control the calibre of the accounting shared service provider&#39;s financial transactions and reportingdevelop, create, and present yearly business plans while working closely with the general manager, the sales, and the marketing departmentsrevise projections annually and regularly as directed by headquarterscoordinate with internal and external auditorssupport &amp; enhance existing erp software processes to ensure accounting operations efficiencywork closely with the regional s&amp;op team and assisting with the s&amp;op process implementation in ksa.ensure accurate forecasting and perform root cause analysis and action planning as needed to lead forecast accuracy improvement initiatives with the s&amp;d planner.act as a guide for new product pre- and post-launch analysis based on past insights, making recommendations for future releases.identify process weaknesses and take the initiative to address them to guide improvements project  profile  professional certifications (cpa or acca or aca)experience in ksa market is mandatoryretail/ fmcg experience is mandatory10+ years of experience in relevant role  job offer  the successful candidate for this role will be offered a competitive monthly salary and attractive incentives.    skills    retail, fmcg    preferred candidate    career level  student/internship",https://sa.jooble.org/desc/-87714457475194136
60,instructor of industrial engineering at the college of engineering #260319,alfaisal university,riyadh,"the industrial engineering department at alfaisal university is seeking a full-time (male &amp; female) instructor or lecturer. the candidate must be a msc holder in industrial engineering. preference is given to those with lab development and teaching experience, with added consideration for familiarly with local accreditation procedures. the candidate is expected to participate in administrative/committee assignment for the department and the college. also, she is expected to develop relationship with industry and assist students in internship and job placement.applications will be assessed as they are received and the positions will remain open until filled or the search is closed. the remuneration package includes an internationally competitive salary, housing allowance, relocation allowance, medical and life insurance.applicants must submit the following documents in a single pdf file:a full curriculum vitae a brief statement outlining teaching goalscontact information for three references (mail, telephone, and email) please submit your application at: https://jobs.alfaisal.edu/coe  you may send any inquiries to email about us  alfaisal university is a young and  fast growing university located in the capital city of riyadh, saudi arabia. it  was founded in 2008 as a private not-for-profit institution, where english is  the language of instructions. it consists of four colleges: business,  engineering, medicine, pharmacy, and science.the college of engineering has been offering a  wide range of degrees and programs through a blend of rigorous and  project-based curricula. currently, the college offers bachelor’s degrees  in architectural, electrical, industrial, mechanical and software engineering. these programs are  all abet accredited. in addition, a master’s degree in engineering  &amp; systems management is being offered in collaboration with the centre for  complex engineering systems (cces) at kacst (king abdulaziz city for science  &amp; technology) and mit (massachusetts institute of technology). the college  of engineering faculties come from around the world. all of whom have brought  with them a wealth of experience and the latest educational technologies to  their classroomsriyadh is a modern and attractive city at the  political, economic and cultural hub of saudi arabia and the gulf coast  countries. because of the large, well-established expatriate community, english  is commonly spoken by service providers at retail outlets, hospitals, etc. the  climate in riyadh is very comfortable during the fall and spring semesters and  is similar to what you would experience in the southwestern part of the united  states. there are numerous, world class education options for the children of  alfaisal faculty and the proximity of saudi arabia to other middle-eastern,  european, and asian popular travel destinations makes it an ideal location for  someone that would like to experience new cultures.",https://sa.jooble.org/jdp/-3254530610401308955/Instructor-of-Industrial-Engineering-at-the-College-of-Engineering-%23260319-Riyadh
61,ey riyadh assurance - climate change and sustainability services coop program,ey,riyadh,"ey (riyadh) assurance – climate change and sustainability services   (ccass)  coop program  location: riyadh, ksa  what if your career could have a lasting impact on you, and on the world?  here at ey, you’ll have the chance to build a truly exceptional experience. we’ll empower you with the latest technology, surround you with high-performing teams, and provide the global scale and diverse and inclusive culture you need to discover your full potential. through our coaching and training programs, you’ll develop the skillsets you need to stay relevant today and, in the future, – all while building a network of colleagues, mentors, and leaders who will be on the journey with you at ey and beyond.  the exceptional ey experience. it&#39;s yours to build.  the opportunity: your next adventure awaits  climate change and sustainability services group works with the largest companies in ksa and other countries that belong to various sectors of the economy. our task is to help businesses and governmental institutions solve complex problems at the intersection of economic, environmental, and social aspects, to make their activities transparent, responsible while remaining profitable and efficient. as a part of the team you will be able to participate in projects to assess the impact of business on society (assessment of socio-economic contribution, assessment of social efficiency of investments, assessment of product life cycle). on intern position your responsibilities include, but are not limited to:  participation in conducting research for clients (regulatory environment in a sector of the economy, regulatory requirements in the field of ecology, industrial safety and labor protection, etc.);  participation in the preparation of draft public corporate reports of clients;  analysis of key client documents, including financial and management reporting, policies, standards, and procedures in the areas of operations, corporate governance, personnel management, environmental protection, labor protection, and industrial safety, as well as non-financial reports of companies;  participation in the preparation of presentations, brochures, research, and other analytical materials and recommendations for the client.  what we look for  you have an agile, growth-oriented mindset. what you know matters. but the right mindset is just as important in determining success. we’re looking for people who are innovative, can work in an agile way and keep pace with a rapidly changing world.  you are curious and purpose driven. we’re looking for people who see opportunities instead of challenges, who ask better questions to seek better answers that build a better working world.  you are inclusive. we’re looking for people who seek out and embrace diverse perspectives, who value differences, and team inclusively to build safety and trust.  qualifications:  in your penultimate year at the university in economics, finance, or environmental studies;  advanced knowledge of office applications, excel, word, powerpoint;  proficiency in english and arabic language  available to start the internship in jan 2022.  saudi nationals will only be considered.  what’s in it for you  accelerate your technical capabilities and transformative leadership skills with future-focused courses and development programs.  broaden your horizons by working on highly integrated teams across the globe and collaborate with people of diverse backgrounds — both professionally and culturally.  bring out the best in yourself with continuous investment in your personal well-being and career development.  develop your own personal purpose and help us create a positive ripple effect on our teams, our business, clients and society – building a better working world, together.  what you can expect  step 1: apply  if you can confidently demonstrate that you meet the criteria above, please complete the online application as soon as possible. make sure to answer all questions.  make sure you apply early and do not forget to follow the instructions carefully and answer all the questions to ensure your application is successful.  step 2: online assessments  after we review your application, you will receive an invitation email from ‘ey careers’ to complete the ey online assessments. approach the online assessments as you would approach any new challenge. it might be tough, but you can do it!  step 3: on demand interview  upon passing the assessments, you will receive an email invitation to complete a prerecorded video interview. you will be required to record yourself responding to behavioral based questions. being yourself is key to passing this step of the recruitment process.  step 4: attend  once you have been shortlisted, you may be invited to attend a recruitment day or an interview. this is your opportunity to visit our office, speak with our people and ask questions about life and work at ey.  step 5: receive  if you are a great fit for the opportunity, you will receive an offer to join ey and begin your career at one of the best companies to work for. it’s time to celebrate.  ey | building a better working world  ey exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.  enabled by data and technology, diverse ey teams in over 150 countries provide trust through assurance and help clients grow, transform and operate.  working across assurance, consulting, law, strategy, tax and transactions, ey teams ask better questions to find new answers for the complex issues facing our world today.  join us in building a better working world.  for further information, and to apply, please visit our website via the “apply” button below.",https://sa.jooble.org/desc/-9058831156555587068
